SITE,DATE,STANDTEMP,InvGPP,InvER
nwis_01480617,6/23/08,-0.904558447,0.262689079,0.259775622
nwis_01480617,6/25/08,-0.826497255,0.261506456,0.26989665
nwis_01480617,6/26/08,-0.87755082,0.277943559,0.262107628
nwis_01480617,6/27/08,-1.039595691,0.196420287,0.156036948
nwis_01480617,6/28/08,-1.100570317,0.242415815,0.184029939
nwis_01480617,6/29/08,-1.131124133,0.244259663,0.189667975
nwis_01480617,6/30/08,-1.001701539,0.343201686,0.218299007
nwis_01480617,7/1/08,-0.99810194,0.285743516,0.232075803
nwis_01480617,7/2/08,-1.00862199,0.205193661,0.164530543
nwis_01480617,7/3/08,-1.049264954,0.216494395,0.175106458
nwis_01480617,7/4/08,-0.888135541,0.375852575,0.183553449
nwis_01480617,7/5/08,-0.891198478,0.300135284,0.18150417
nwis_01480617,7/6/08,-0.923747529,0.324973281,0.206525536
nwis_01480617,7/7/08,-0.955965311,0.351388412,0.200879839
nwis_01480617,7/8/08,-1.147619873,0.259430197,0.201071071
nwis_01480617,7/9/08,-1.084034871,0.269405052,0.131545586
nwis_01480617,7/10/08,-1.052579033,0.251962841,0.173338045
nwis_01480617,7/12/08,-1.141847946,0.20547771,0.259180386
nwis_01480617,7/13/08,-1.197297892,0.180530215,0.217830525
nwis_01480617,7/14/08,-1.008068443,0.223206569,0.206873347
nwis_01480617,7/15/08,-1.047331483,0.220280995,0.264818711
nwis_01480617,7/16/08,-1.111861515,0.194396081,0.250944809
nwis_01480617,7/17/08,-1.187152978,0.191794539,0.259310824
nwis_01480617,7/18/08,-1.303093449,0.18039159,0.243639334
nwis_01480617,7/19/08,-1.354009279,0.203934581,0.231902236
nwis_01480617,7/20/08,-1.416721909,0.192724769,0.201596244
nwis_01480617,7/21/08,-1.324619588,0.220912741,0.195381938
nwis_01480617,7/22/08,-1.322985526,0.171753794,0.173044594
nwis_01480617,7/24/08,-0.982865565,,0.129031443
nwis_01480617,7/25/08,-0.937363203,0.406931322,0.169136956
nwis_01480617,7/26/08,-1.055892551,0.339547436,0.206367162
nwis_01480617,7/27/08,-0.96983602,0.354364619,0.168854125
nwis_01480617,7/28/08,-0.938474271,1.525880489,0.184996157
nwis_01480617,7/29/08,-1.064725864,0.303129219,0.187615333
nwis_01480617,7/30/08,-1.111310875,0.262115113,0.203044919
nwis_01480617,7/31/08,-1.104151157,0.218081243,0.214429096
nwis_01480617,8/1/08,-1.213190136,0.191044679,0.227107209
nwis_01480617,8/2/08,-1.082656287,0.215235349,0.239906389
nwis_01480617,8/3/08,-1.048160137,0.171319724,0.226482305
nwis_01480617,8/4/08,-1.046226557,0.163595465,0.22684488
nwis_01480617,8/5/08,-1.06610571,0.139082946,0.179105879
nwis_01480617,8/7/08,-1.042358824,0.288171668,0.364884618
nwis_01480617,8/8/08,-0.927082851,0.258292321,0.283106879
nwis_01480617,8/9/08,-0.851064109,0.276083111,0.283313705
nwis_01480617,8/11/08,-0.639573363,0.272383949,0.204003997
nwis_01480617,8/12/08,-0.722026445,0.305143856,0.255493158
nwis_01480617,8/13/08,-0.804696476,0.311624006,0.289286128
nwis_01480617,8/14/08,-0.89593117,0.314732523,0.22112093
nwis_01480617,8/15/08,-0.844646181,0.491413533,0.317062182
nwis_01480617,8/16/08,-0.896209529,0.376322661,0.272359735
nwis_01480617,8/17/08,-0.876714942,0.406395911,0.305309693
nwis_01480617,8/18/08,-0.957075328,0.388626838,0.326202905
nwis_01480617,8/19/08,-0.972608987,0.380176132,0.320483453
nwis_01480617,8/20/08,-0.795745594,0.402885749,0.35453633
nwis_01480617,8/21/08,-0.783151546,0.385229895,0.351119775
nwis_01480617,8/22/08,-0.852459034,0.366324514,0.323018742
nwis_01480617,8/23/08,-0.880893978,0.431940747,0.383242509
nwis_01480617,8/24/08,-0.967340014,0.387709257,0.330091298
nwis_01480617,8/25/08,-0.947638185,0.415977401,0.313934048
nwis_01480617,8/26/08,-0.820071324,0.381836238,0.325628477
nwis_01480617,8/27/08,-0.720903115,0.418916719,0.365164622
nwis_01480617,8/28/08,-0.719498864,0.584659628,0.399259513
nwis_01480617,8/29/08,-0.753453783,0.590532101,0.166975278
nwis_01480617,8/30/08,-0.887857069,0.396308428,0.263791365
nwis_01480617,8/31/08,-0.912903825,0.363632851,0.242135391
nwis_01480617,9/1/08,-0.834875758,0.414662105,0.251779377
nwis_01480617,9/2/08,-0.874764421,0.435912446,0.278234832
nwis_01480617,9/4/08,-1.034344666,0.389740457,0.28206772
nwis_01480617,9/5/08,-1.08789439,0.415298334,0.266324871
nwis_01480617,9/6/08,-0.930695479,,0.219787678
nwis_01480617,9/7/08,-0.822586068,0.510050284,0.150775272
nwis_01480617,9/8/08,-0.794626449,0.45474825,0.23158281
nwis_01480617,9/9/08,-0.725676825,1.965619355,0.229638655
nwis_01480617,9/10/08,-0.673102557,0.44989574,0.236469099
nwis_01480617,9/11/08,-0.575739505,0.484526001,0.284236495
nwis_01480617,9/12/08,-0.572627299,1.012296941,0.210758516
nwis_01480617,9/13/08,-0.729326531,0.45628508,0.18051994
nwis_01480617,9/14/08,-0.987022113,0.374455088,0.215974002
nwis_01480617,9/15/08,-0.988684485,0.385182384,0.21991787
nwis_01480617,9/17/08,-0.504602945,0.367037975,0.318529192
nwis_01480617,9/18/08,-0.504886864,0.358568132,0.347934449
nwis_01480617,9/19/08,-0.387568219,0.40337266,0.392244918
nwis_01480617,9/20/08,-0.308301446,0.373917076,0.373314485
nwis_01480617,9/21/08,-0.348403414,0.339422264,0.353337197
nwis_01480617,9/22/08,-0.480455052,0.305306811,0.33573636
nwis_01480617,9/23/08,-0.469934452,0.327576147,0.339861371
nwis_01480617,9/24/08,-0.362991997,0.358859852,0.386699521
nwis_01480617,9/25/08,-0.22152085,0.546655488,0.39349943
nwis_01480617,9/26/08,-0.287359163,0.760103725,0.326653945
nwis_01480617,9/27/08,-0.502047497,0.869970466,0.356852398
nwis_01480617,9/28/08,-0.635907069,0.404770189,0.159979621
nwis_01480617,9/29/08,-0.502331452,0.507114399,0.31298147
nwis_01480617,9/30/08,-0.419814255,0.368484914,0.287972745
nwis_01480617,10/1/08,-0.434065779,0.340401556,0.240697737
nwis_01480617,10/2/08,-0.134073318,0.440196943,0.342900432
nwis_01480617,10/3/08,-0.056988825,0.360999639,0.340812899
nwis_01480617,10/4/08,-0.093829224,0.338696852,0.320295367
nwis_01480617,10/5/08,-0.137543848,0.318054391,0.301705027
nwis_01480617,10/6/08,-0.022116869,0.333111889,0.323266384
nwis_01480617,10/7/08,0.109193344,0.37361657,0.334304954
nwis_01480617,10/9/08,-0.246271562,0.299781599,0.319214575
nwis_01480617,10/10/08,-0.207981358,0.318921717,0.290796284
nwis_01480617,10/11/08,-0.054956287,0.345721478,0.295031392
nwis_01480617,10/12/08,-0.046533584,0.412203397,0.309724166
nwis_01480617,10/13/08,-0.098755494,0.410672705,0.319376661
nwis_01480617,10/14/08,-0.229582581,0.498951981,0.342062396
nwis_01480617,10/15/08,-0.362420096,0.508242854,0.238549025
nwis_01480617,10/16/08,-0.405267192,0.735986341,0.288584526
nwis_01480617,10/17/08,-0.114395637,0.671885777,0.298819228
nwis_01480617,10/18/08,0.234586796,0.626445902,0.287792754
nwis_01480617,10/19/08,0.435892147,0.687767831,0.304288422
nwis_01480617,10/20/08,0.55464594,0.757808376,0.343216538
nwis_01480617,10/21/08,0.602281694,0.770435911,0.327207485
nwis_01480617,10/22/08,0.626892033,0.765465738,0.338207549
nwis_01480617,10/23/08,0.620586563,0.743603503,0.317470061
nwis_01480617,10/25/08,0.277935419,0.457233499,0.15102817
nwis_01480617,10/26/08,0.396065014,0.744377431,0.193300306
nwis_01480617,10/27/08,0.555244442,0.871956345,0.252853905
nwis_01480617,10/28/08,0.890447025,,0.144869788
nwis_01480617,10/29/08,0.938260267,1.235213597,0.198783635
nwis_01480617,10/30/08,0.917537717,0.853801108,0.232740263
nwis_01480617,11/1/08,0.589987627,0.622140711,0.289769296
nwis_01480617,11/2/08,0.55464594,0.616926014,0.311108931
nwis_01480617,11/3/08,0.538493007,0.928430813,0.348397863
nwis_01480617,11/4/08,0.406757183,0.59014833,0.32681023
nwis_01480617,11/5/08,0.214859992,0.613255701,0.312909607
nwis_01480617,11/6/08,0.031179454,0.597561801,0.279877608
nwis_01480617,11/7/08,-0.071500979,0.477937543,0.2684422
nwis_01480617,11/8/08,0.042847726,0.853298562,0.218659173
nwis_01480617,11/9/08,0.345946255,0.610545494,0.312307034
nwis_01480617,11/10/08,0.671686752,0.738744077,0.371008682
nwis_01480617,11/11/08,0.870988093,0.668540174,0.379844708
nwis_01480617,11/12/08,0.802117798,0.633432216,0.4043396
nwis_01480617,11/13/08,0.694874179,1.232260187,0.177254021
nwis_01480617,11/14/08,0.486531503,0.713020298,0.198676711
nwis_01480617,11/15/08,0.238121984,,0.155713325
nwis_01480617,11/16/08,0.63229827,1.197127597,0.116374264
nwis_01480617,11/17/08,0.916014823,0.858356027,0.205034395
nwis_01480617,11/18/08,1.177151614,0.803581478,0.272912299
nwis_01480617,11/19/08,1.404479413,0.827142991,0.272110862
nwis_01480617,11/20/08,1.294691866,0.927161959,0.270803274
nwis_01480617,11/21/08,1.362735465,0.689392458,0.237915927
nwis_01480617,11/22/08,1.573238704,0.782528979,0.232935555
nwis_01480617,11/23/08,1.602180269,0.742420345,0.216119841
nwis_01480617,11/24/08,1.482271091,0.764481117,0.219951379
nwis_01480617,11/25/08,1.232745602,1.200961167,0.191905208
nwis_01480617,11/30/08,1.343138466,1.184004839,0.127301283
nwis_01480617,3/11/09,0.935516379,0.189279945,0.185187821
nwis_01480617,3/12/09,1.045710884,0.16131719,0.229847849
nwis_01480617,3/13/09,1.134322505,0.189508607,0.285813885
nwis_01480617,3/14/09,1.067329643,0.144578763,0.209890307
nwis_01480617,3/15/09,1.031770353,0.204072424,0.201745643
nwis_01480617,3/16/09,0.984962325,0.15180658,0.176876103
nwis_01480617,3/17/09,0.821814798,0.127256736,0.184269524
nwis_01480617,3/18/09,0.660253277,0.122481983,0.154988553
nwis_01480617,3/19/09,0.795455397,0.149742023,0.166737631
nwis_01480617,3/20/09,1.003305764,0.156546056,0.225609935
nwis_01480617,3/21/09,1.111557479,0.140985035,0.204960944
nwis_01480617,3/22/09,1.001776521,0.134676903,0.179115151
nwis_01480617,3/23/09,1.066102441,0.127722741,0.192175335
nwis_01480617,3/24/09,1.164509357,0.131302291,0.189688691
nwis_01480617,3/25/09,1.028401527,0.128489175,0.195031737
nwis_01480617,3/26/09,0.966329867,0.191665415,0.131698772
nwis_01480617,3/27/09,0.717786238,0.099722943,0.140325427
nwis_01480617,3/28/09,0.664765728,0.122562148,0.106318438
nwis_01480617,3/29/09,0.570212706,0.145971086,0.150007569
nwis_01480617,3/30/09,0.836979196,0.111861713,0.15655238
nwis_01480617,3/31/09,0.698791531,0.114778688,0.158520207
nwis_01480617,4/1/09,0.75008748,0.200766846,0.142733464
nwis_01480617,4/2/09,0.420130303,0.075035894,0.096685567
nwis_01480617,4/3/09,0.368469575,,0.291732907
nwis_01480617,4/4/09,0.469836394,0.203224797,0.176479703
nwis_01480617,4/5/09,0.471624501,0.131663227,0.168573601
nwis_01480617,4/6/09,0.552850538,0.21501924,0.220569197
nwis_01480617,4/7/09,0.855798599,0.140824136,0.233129044
nwis_01480617,4/8/09,0.891055413,0.168604023,0.317130697
nwis_01480617,4/9/09,0.69788746,0.113854466,0.191509858
nwis_01480617,4/10/09,0.572608647,0.108728475,0.169376438
nwis_01480617,4/11/09,0.750993856,0.446227197,0.369753235
nwis_01480617,4/12/09,0.799392009,0.08745594,0.18151315
nwis_01480617,4/13/09,0.749181144,0.108714616,0.214310915
nwis_01480617,4/14/09,0.82393714,0.297738259,0.292769025
nwis_01480617,4/15/09,0.926372726,0.208257113,0.379372121
nwis_01480617,4/16/09,0.639508809,0.061565501,0.155600361
nwis_01480617,4/17/09,0.429050602,0.068981605,0.167310881
nwis_01480617,4/18/09,0.220452208,0.06865521,0.143009886
nwis_01480617,4/20/09,0.588189116,0.282905908,0.199497649
nwis_01480617,4/21/09,0.287679498,0.136128402,0.199500674
nwis_01480617,4/22/09,0.465664753,0.132391013,0.136723932
nwis_01480617,4/23/09,0.459706749,0.083837209,0.120469888
nwis_01480617,4/24/09,0.254332832,0.093670545,0.122397546
nwis_01480617,4/25/09,-0.151708953,0.080238642,0.092658205
nwis_01480617,4/26/09,-0.497503667,0.070040275,0.069244324
nwis_01480617,4/27/09,-0.643238978,0.064733026,0.053952256
nwis_01480617,4/29/09,-0.211439119,0.187357095,0.141431525
nwis_01480617,5/3/09,0.030012999,0.535255159,0.121539278
nwis_01480617,5/5/09,0.288565555,1.475170067,0.163179587
nwis_01480617,5/6/09,0.217214421,0.471500431,0.157213076
nwis_01480617,5/7/09,0.051603365,,0.212080136
nwis_01480617,5/8/09,-0.136097867,0.303026073,0.133295947
nwis_01480617,5/9/09,-0.279033532,0.217053857,0.116965454
nwis_01480617,5/10/09,-0.11671166,0.238443036,0.142361394
nwis_01480617,5/11/09,0.151100385,0.397413273,0.227736814
nwis_01480617,5/12/09,0.115927772,0.208530457,0.15453436
nwis_01480617,5/13/09,0.076139398,0.172509624,0.151842501
nwis_01480617,5/14/09,0.000582351,0.32349044,0.183793919
nwis_01480617,5/15/09,-0.277023378,0.290786395,0.194798848
nwis_01480617,5/16/09,-0.349548002,0.29838951,0.181064094
nwis_01480617,5/17/09,-0.110052375,0.240307748,0.146709953
nwis_01480617,5/18/09,0.116806342,0.172465508,0.157156537
nwis_01480617,5/19/09,0.093098378,0.176384699,0.163490881
nwis_01480617,5/20/09,-0.087162346,0.15278771,0.148372593
nwis_01480617,5/21/09,-0.224400412,0.154262452,0.159230907
nwis_01480617,5/22/09,-0.326930231,0.166833029,0.174594587
nwis_01480617,5/23/09,-0.592706587,0.188580521,0.174499923
nwis_01480617,5/24/09,-0.653668174,0.262642803,0.204107573
nwis_01480617,5/25/09,-0.681546344,0.232904658,0.156235521
nwis_01480617,5/26/09,-0.138989725,0.657277126,0.21150983
nwis_01480617,5/27/09,-0.077302909,0.483601248,0.246208371
nwis_01480617,5/28/09,-0.303139634,0.349938706,0.17198136
nwis_01480617,5/29/09,-0.305433937,0.574246509,0.182724312
nwis_01480617,5/30/09,-0.369567674,0.378522334,0.189297537
nwis_01480617,5/31/09,-0.366423055,0.309962901,0.173717202
nwis_01480617,6/1/09,-0.281330604,0.329003448,0.206314328
nwis_01480617,6/2/09,-0.430076379,0.299089341,0.157708839
nwis_01480617,6/3/09,-0.400415811,0.567304927,0.247407486
nwis_01480617,6/4/09,-0.116422171,1.774386488,0.172411131
nwis_01480617,6/5/09,-0.053794745,,0.223485537
nwis_01480617,6/6/09,-0.228143224,0.614778378,0.200865841
nwis_01480617,6/7/09,-0.46452982,0.325133633,0.18504411
nwis_01480617,6/8/09,-0.57460785,0.352508805,0.20415689
nwis_01480617,6/9/09,-0.539211098,,0.31304435
nwis_01480617,6/10/09,-0.595250398,0.440320783,0.154758357
nwis_01480617,6/13/09,-0.609094318,0.347473677,0.169731735
nwis_01480617,6/14/09,-0.641265269,,0.210657516
nwis_01480617,6/15/09,-0.650286333,0.525649823,0.246639426
nwis_01480617,6/16/09,-0.406123196,0.607875233,0.226421867
nwis_01480617,6/17/09,-0.232748802,0.649939359,0.284816316
nwis_01480617,6/18/09,-0.257773101,1.08301756,0.205890044
nwis_01480617,6/19/09,-0.418958839,0.368129955,0.238146906
nwis_01480617,6/20/09,-0.392422727,,0.234509382
nwis_01480617,6/21/09,-0.499775711,0.547057266,0.209065728
nwis_01480617,6/22/09,-0.609659171,0.518359326,0.307499987
nwis_01480617,6/23/09,-0.641265269,0.377526254,0.264503084
nwis_01480617,6/24/09,-0.626032906,0.427582857,0.311702859
nwis_01480617,6/25/09,-0.779791776,0.292241867,0.299621291
nwis_01480617,6/26/09,-0.788190129,0.292565662,0.286543123
nwis_01480617,6/27/09,-0.73971047,0.294828313,0.335250676
nwis_01480617,6/28/09,-0.715004588,0.247829319,0.28672966
nwis_01480617,6/29/09,-0.767747903,0.202809127,0.258667382
nwis_01480617,6/30/09,-0.69898543,0.268135643,0.290827382
nwis_01480617,7/1/09,-0.791828307,0.163933853,0.190129595
nwis_01480617,7/2/09,-0.77307052,0.213441393,0.235240157
nwis_01480617,7/3/09,-0.734098207,0.1517752,0.170802423
nwis_01480617,7/4/09,-0.731572169,0.188968588,0.20327936
nwis_01480617,7/5/09,-0.659866715,0.154549708,0.167458062
nwis_01480617,7/6/09,-0.700672268,0.177187644,0.183601832
nwis_01480617,7/7/09,-0.720341426,0.199012006,0.196250259
nwis_01480617,7/8/09,-0.689142673,0.222948071,0.209283936
nwis_01480617,7/9/09,-0.635907069,0.248645589,0.211957326
nwis_01480617,7/10/09,-0.709947308,0.237867534,0.206134562
nwis_01480617,7/11/09,-0.721183953,0.215641265,0.201182259
nwis_01480617,7/12/09,-0.787910242,0.355909978,0.142194423
nwis_01480617,7/13/09,-0.717251854,0.423989317,0.226777042
nwis_01480617,7/14/09,-0.683234669,0.294028081,0.206836584
nwis_01480617,7/15/09,-0.738026959,0.325869556,0.249266725
nwis_01480617,7/16/09,-0.920689654,0.254114664,0.201600216
nwis_01480617,7/17/09,-0.849948098,0.359741761,0.19848343
nwis_01480617,7/18/09,-0.841855125,0.319380718,0.227421787
nwis_01480617,7/19/09,-0.785111148,0.323454067,0.245686196
nwis_01480617,7/20/09,-0.782591624,0.300946116,0.242867207
nwis_01480617,7/21/09,-0.661275204,0.607885011,0.289908591
nwis_01480617,7/22/09,-0.78763035,0.339269761,0.265660805
nwis_01480617,7/23/09,-0.770549459,0.684442037,0.20484666
nwis_01480617,7/24/09,-0.791828307,0.387119447,0.249452793
nwis_01480617,7/25/09,-0.882843891,0.337495491,0.275936852
nwis_01480617,7/26/09,-0.990346717,0.316804331,0.243063715
nwis_01480617,7/27/09,-0.991731803,0.39085209,0.308465433
nwis_01480617,7/28/09,-0.903167206,1.658603532,0.162469861
nwis_01480617,7/29/09,-0.976767705,1.124934033,0.225109855
nwis_01480617,7/30/09,-1.115715555,0.308136904,0.193739917
nwis_01480617,8/1/09,-0.983419823,0.527328917,0.255799103
nwis_01480617,8/2/09,-0.938474271,,0.208385973
nwis_01480617,8/4/09,-0.96068245,0.436874377,0.23714648
nwis_01480617,8/5/09,-0.989238578,0.385385715,0.294247496
nwis_01480617,8/6/09,-0.820630184,0.354603362,0.30617509
nwis_01480617,8/7/09,-0.776711484,0.278614208,0.326459461
nwis_01480617,8/8/09,-0.851622091,0.220655924,0.329130382
nwis_01480617,8/9/09,-0.830128376,1.412851127,0.198400212
nwis_01480617,8/10/09,-1.065277814,0.582276694,0.194784139
nwis_01480617,8/11/09,-1.146245759,0.299694964,0.21318166
nwis_01480617,8/12/09,-1.062793917,0.406668141,0.343192167
nwis_01480617,8/13/09,-0.880058242,1.835310441,0.215427786
nwis_01480617,8/14/09,-0.916797124,0.36871148,0.238225484
nwis_01480617,8/15/09,-1.015540001,0.302290731,0.272550649
nwis_01480617,8/16/09,-1.069692855,0.232416406,0.253906564
nwis_01480617,8/17/09,-1.082656287,0.203593964,0.263913758
nwis_01480617,8/18/09,-1.099468388,0.220816735,0.266644932
nwis_01480617,8/19/09,-1.149543471,0.164443428,0.210689511
nwis_01480617,8/20/09,-1.172886354,0.12736999,0.175386972
nwis_01480617,8/21/09,-1.108557448,0.26396754,0.24111567
nwis_01480617,8/22/09,-1.032962584,0.636167773,0.155993662
nwis_01480617,8/23/09,-1.06086178,0.254204811,0.172854203
nwis_01480617,8/24/09,-0.965953208,0.218003642,0.185231727
nwis_01480617,8/25/09,-0.911235033,0.269665273,0.340852048
nwis_01480617,8/26/09,-0.963456709,0.186783626,0.308935157
nwis_01480617,8/27/09,-0.963734114,0.197291047,0.372678466
nwis_01480617,8/28/09,-0.815599877,0.295260884,0.332492662
nwis_01480617,8/29/09,-0.822306668,0.817339127,0.442359908
nwis_01480617,8/30/09,-0.847994926,0.301674657,0.484215028
nwis_01480617,8/31/09,-0.595815645,0.314164527,0.459068084
nwis_01480617,9/4/09,-0.594119856,0.156571904,0.352193489
nwis_01480617,9/5/09,-0.654513543,0.139839071,0.260879371
nwis_01480617,9/11/09,-0.162976076,,0.283080919
nwis_01480617,9/12/09,-0.312028593,0.961196391,0.239389828
nwis_01480617,9/13/09,-0.509145154,0.290154107,0.204849184
nwis_01480617,9/14/09,-0.520496137,0.285598971,0.251516258
nwis_01480617,9/15/09,-0.566401423,0.233995754,0.225024206
nwis_01480617,9/16/09,-0.44944598,0.36347927,0.268060726
nwis_01480617,9/17/09,-0.323492378,0.350177696,0.330849998
nwis_01480617,9/18/09,-0.362991997,0.325186284,0.343504205
nwis_01480617,9/19/09,-0.283340326,0.269291082,0.300438476
nwis_01480617,9/20/09,-0.156621041,0.271206541,0.315316234
nwis_01480617,9/21/09,-0.237928811,0.23889982,0.318302486
nwis_01480617,9/22/09,-0.389281709,0.250684566,0.279605476
nwis_01480617,9/23/09,-0.609941592,0.207061671,0.228896152
nwis_01480617,9/24/09,-0.700391138,0.343179776,0.236223034
