"SITE","DATE","STANDTEMP","InvGPP","InvER","slope_InvGPP_15_DAY_RANGE","yint_InvGPP_15_DAY_RANGE","Fstatistic_InvGPP_15_DAY_RANGE","dF_InvGPP_15_DAY_RANGE","p_InvGPP_15_DAY_RANGE","slope_InvER_15_DAY_RANGE","yint_InvER_15_DAY_RANGE","Fstatistic_InvER_15_DAY_RANGE","dF_InvER_15_DAY_RANGE","p_InvER_15_DAY_RANGE"
"nwis_01480617",2008-03-08,1.056900751,1.668596641,0.338264222,0.894037802383695,-0.489160937796536,1.27141013473998,1,0.283496973448601,0.417987830447368,0.0154989098517419,2.12056620083998,1,0.176000811979636
"nwis_01480617",2008-03-09,1.173450643,0.928499427,0.816781188,0.894037802383695,-0.489160937796536,1.27141013473998,1,0.283496973448601,0.417987830447368,0.0154989098517419,2.12056620083998,1,0.176000811979636
"nwis_01480617",2008-03-10,1.246048463,0.305345567,0.557636489,0.908983024638,-0.517447288751644,1.41336512813533,1,0.257492837740864,0.438013066180739,-0.0184934194871551,2.2705488941028,1,0.160020990019372
"nwis_01480617",2008-03-11,1.067022835,0.198929131,0.340267025,0.941226752959569,-0.553376522357093,1.79053985025859,1,0.203796340038,0.537521297689542,-0.130036516632623,3.70437439087879,1,0.0783025080281094
"nwis_01480617",2008-03-12,1.048009677,0.224482006,0.349791594,0.955284446541564,-0.570021470356365,2.04781091537021,1,0.174367401610965,0.601943398089936,-0.206489692938495,4.64008520766358,1,0.0505774677057083
"nwis_01480617",2008-03-13,1.026258014,0.19419388,0.294942075,0.955284446541564,-0.570021470356365,2.04781091537021,1,0.174367401610965,0.601943398089936,-0.206489692938495,4.64008520766358,1,0.0505774677057083
"nwis_01480617",2008-03-15,0.690355088,0.144937095,0.290102779,1.00871897595173,-0.635362588672159,2.67181692716816,1,0.121657990666576,0.581225827630864,-0.181714319649284,5.00631431447824,1,0.0408582111927876
"nwis_01480617",2008-03-16,0.786676444,0.181164687,0.47659354,1.00338892661601,-0.62906902004043,2.86819555219956,1,0.108587918519839,0.593961566535483,-0.196783946114862,5.67071136246318,1,0.0300130992579055
"nwis_01480617",2008-03-17,0.857620746,0.236085516,0.311825772,0.807959529679093,-0.432899091843297,2.8726787380939,1,0.107324646832059,0.523911344642337,-0.126105151412174,6.94020972298705,1,0.0173941242752754
"nwis_01480617",2008-03-18,0.939479889,0.177548818,0.567258411,0.788161207636707,-0.412689809483781,3.41909020848753,1,0.0800679832725769,0.515449500140021,-0.117419102110774,8.45224977896201,1,0.00939654102653707
"nwis_01480617",2008-03-25,0.96907786,0.188803009,0.238956898,0.200995231360072,0.0138685784468339,20.000175540863,1,0.00023343675598538,0.479878687823007,-0.122140853798613,13.3347358544576,1,0.00158592782351802
"nwis_01480617",2008-03-26,0.822421159,0.165546015,0.155417387,0.163544479683255,0.0424351353907545,10.075594965094,1,0.00499459408512119,0.405186347492459,-0.0651672845698785,6.86023653711415,1,0.0168783764081883
"nwis_01480617",2008-03-27,0.876763043,0.224677105,0.141292262,0.175299786626854,0.0339039774618011,9.57694794188706,1,0.0062518499988156,0.422748317711761,-0.0779125018749882,6.10041933606875,1,0.0237455112916254
"nwis_01480617",2008-03-29,0.886797073,0.156389457,0.438883497,0.186043852716447,0.0262722622807029,6.82425501382567,1,0.0188622909629658,0.491409017070415,-0.126969621620681,5.24716510290101,1,0.035897629574234
"nwis_01480617",2008-03-30,0.896835998,0.159582267,0.301514359,0.186043852716447,0.0262722622807029,6.82425501382567,1,0.0188622909629658,0.491409017070415,-0.126969621620681,5.24716510290101,1,0.035897629574234
"nwis_01480617",2008-03-31,0.877675026,0.272269682,0.278237795,0.182812171867779,0.0293719793265616,6.03410148470726,1,0.026701275230513,0.517147961585932,-0.151657531347297,5.47080209348974,1,0.0335900134910263
"nwis_01480617",2008-04-01,0.538792019,0.163080361,0.21239992,0.166947221070956,0.0418119074301316,9.16461693341279,1,0.00848713380109616,0.325907189596903,-0.00962170129910425,4.69119158033496,1,0.0468387629008011
"nwis_01480617",2008-04-02,0.622387927,0.110052839,0.216978173,0.144001438307139,0.0562797847134418,13.1189596474873,1,0.00250979442534148,0.246248314327183,0.0506002915247596,4.44945049941104,1,0.0521272579585584
"nwis_01480617",2008-04-03,0.815752171,0.125297677,0.212936635,0.127619746154025,0.0698280757362797,16.3562760263513,1,0.00105951437803018,0.129058184324801,0.116004148414959,4.17050987952136,1,0.0591239188717809
"nwis_01480617",2008-04-04,0.777296194,0.158980305,0.167028086,0.113821613602958,0.0800715775011031,20.1623875478667,1,0.000370941895921261,0.117886289589431,0.124297975352383,5.56216325381701,1,0.031407642900884
"nwis_01480617",2008-04-05,0.610081765,0.129305016,0.140933606,0.106604328262308,0.0854237927826386,23.9980861513507,1,0.000135496939080955,0.127493638703453,0.117173329683533,8.93051961085511,1,0.00825636153820855
"nwis_01480617",2008-04-06,0.66085488,0.16223756,0.139432793,0.0284935437282804,0.14735595299997,0.268358813507874,1,0.6107437862221,0.13512131084007,0.111125532114115,11.7962090710922,1,0.0029562295322799
"nwis_01480617",2008-04-07,0.746764444,0.21160511,0.182438253,0.0289250112974029,0.147018822503194,0.324842485886326,1,0.575389982974679,0.139947947600841,0.107354202435207,14.7427579530406,1,0.00110513081727646
"nwis_01480617",2008-04-08,0.596883388,0.104838746,0.108536563,0.0289250112974029,0.147018822503194,0.324842485886326,1,0.575389982974679,0.139947947600841,0.107354202435207,14.7427579530406,1,0.00110513081727646
"nwis_01480617",2008-04-16,0.289156282,0.098863041,0.188966716,0.00973847177351757,0.142889512818349,0.0324630620813174,1,0.85914543679852,0.0641716528598556,0.130328680707793,8.53365401939634,1,0.009523739816119
"nwis_01480617",2008-04-17,0.124715186,0.083146406,0.136712859,0.00812216814668871,0.142401802436657,0.0205966770158437,1,0.887675087070388,0.0590345478226972,0.128778588623065,7.27570959696499,1,0.0158577541269366
"nwis_01480617",2008-04-18,-0.10136303,0.077609855,0.132450371,0.0118469604043724,0.146323763273086,0.041430403198064,1,0.84127559167396,0.0481518325344402,0.131464432510666,4.36361833873486,1,0.0530496558864297
"nwis_01480617",2008-04-19,-0.217776799,0.077493662,0.116607615,0.021633848400628,0.145973876960146,0.121027214118587,1,0.732457752923197,0.0320929958557596,0.133835571180972,1.69851221545933,1,0.210926059465057
"nwis_01480617",2008-04-20,-0.222384762,0.080159502,0.064270285,0.0245420833758985,0.144859785771354,0.129621562638379,1,0.723533094347498,0.0260016998193702,0.13609412027875,0.878930033724169,1,0.362432035003103
"nwis_01480617",2008-04-21,-0.053504348,0.496854469,0.069617862,0.0397407825155867,0.143270473598495,0.297056908228728,1,0.593250103063961,0.0314901925145141,0.135520138259223,1.12828647545094,1,0.30391163969069
"nwis_01480617",2008-04-22,-0.079623211,0.142510952,0.071547331,0.0494519429644447,0.141974772592527,0.376436482153345,1,0.548140651073446,0.0402405037552359,0.136271282891248,1.53870783614005,1,0.232693005750011
"nwis_01480617",2008-04-24,-0.328935372,0.101297523,0.134486368,0.3468134012763,0.221835638801221,1.41185887513336,1,0.252086906635328,0.0801187682525836,0.143163729919313,2.38924338380225,1,0.141721126447387
"nwis_01480617",2008-04-25,-0.263234017,0.115571144,0.153020784,0.33794635467589,0.220154537180497,1.7090410889415,1,0.208516096351562,0.0752006756524246,0.142231309710692,2.67535097798514,1,0.120291439013059
"nwis_01480617",2008-04-26,-0.230446145,0.144117741,0.153699308,0.30704861580304,0.214244312899677,1.69966696568621,1,0.208759762476316,0.0725055844981308,0.141715783534337,3.0112586560482,1,0.0997763702293451
"nwis_01480617",2008-04-27,0.06766525,0.174271199,0.153525861,0.245558412736782,0.205672906331271,1.53559468944812,1,0.230364560997009,0.0406032509204134,0.137268768271095,1.20495616704696,1,0.286050426355644
"nwis_01480617",2008-05-03,0.050143828,0.188076218,0.196258931,0.340441242667569,0.222608663505195,2.97692868953781,1,0.0998788656846414,0.00239467705905132,0.12612972242717,0.00367854271284056,1,0.952210676284385
"nwis_01480617",2008-05-04,-0.102811516,0.130857194,0.174074188,0.334158813309571,0.227532200176506,2.77206823889426,1,0.112326172254095,0.00280192681555975,0.125851222496789,0.004789118722061,1,0.945514918471921
"nwis_01480617",2008-05-05,-0.091800408,0.124354454,0.170930964,0.523051569473585,0.257830796611254,6.5837740325266,1,0.0189102925232564,0.0157546605609724,0.128042843110026,0.176979825595983,1,0.67846760101497
"nwis_01480617",2008-05-06,-0.173082211,0.091678614,0.113922329,0.587046863868473,0.27644751708509,7.58872707069545,1,0.0126040639631239,0.191462105163284,0.167539003716269,1.22688774039713,1,0.281157102147161
"nwis_01480617",2008-05-07,-0.305147164,0.097662603,0.119954384,0.599782070157981,0.263708981196824,9.02733923018579,1,0.00728787047672695,0.18659313863225,0.171733697119594,1.11819783307914,1,0.303566925280082
"nwis_01480617",2008-05-08,-0.309735047,0.187503616,0.136745844,0.587964286593441,0.263644045345101,8.63282910823218,1,0.00843921816315328,0.269641097543549,0.232611443521484,0.717585824614427,1,0.407481054309138
"nwis_01480617",2008-05-09,0.078185415,0.932479851,0.140334799,0.586824808164448,0.264920428344947,9.06170756898694,1,0.00691418096180704,0.245426860668666,0.264333297005,0.509695667345439,1,0.483519913980881
"nwis_01480617",2008-05-10,0.222218492,0.28157382,0.151355452,0.595075054261851,0.264001608024646,8.47781957095541,1,0.00862624440866979,0.181302823268574,0.280562459202657,0.245646176632435,1,0.625559668748753
"nwis_01480617",2008-05-11,0.217214421,0.219557484,0.152110907,0.554529031712414,0.27003296048276,7.68997789837749,1,0.0117343214418112,0.139201849987141,0.287280073119446,0.154037018425514,1,0.698858334140785
"nwis_01480617",2008-05-12,0.437974813,0.229757687,0.111749393,0.466744033640091,0.280193947700085,6.53711059584149,1,0.0188006276124059,0.103184001484104,0.293707530728343,0.106374583263701,1,0.747698099768121
"nwis_01480617",2008-05-13,0.128231222,0.146492297,0.10582819,0.468662953617834,0.287638911054222,7.18867484652349,1,0.0143569435363176,0.112541132738499,0.300525844426633,0.135903626154227,1,0.716261341414577
"nwis_01480617",2008-05-14,-0.018917247,0.137987878,0.10524821,0.467680309296541,0.287906951529311,7.78007603746633,1,0.0109905479098211,0.110288925178501,0.301115733555125,0.141693642607645,1,0.710379430702631
"nwis_01480617",2008-05-16,0.058026584,NA,0.085807113,NA,NA,NA,NA,NA,0.078624039006218,0.30492628148548,0.0970856234073892,1,0.758162278239256
"nwis_01480617",2008-05-17,0.06620455,0.300465781,0.084628418,0.348994915734771,0.301158261448722,6.55648981324223,1,0.0171641983588226,0.0832920860296226,0.304619259189826,0.1327771552311,1,0.718760698756273
"nwis_01480617",2008-05-20,0.420130303,0.834056748,0.160993988,0.294375873123984,0.318475118715138,6.36749166207359,1,0.0183517531095011,0.137749884724211,0.311205507832289,0.506562240359567,1,0.483220028252647
"nwis_01480617",2008-05-21,0.242247151,0.712407851,0.945953806,0.265109093166435,0.327538877414903,5.61077069247284,1,0.0258892230063095,0.140113397566525,0.316464412691717,0.576341380261619,1,0.454849017108097
"nwis_01480617",2008-05-22,0.250794813,0.411514275,NA,0.247301262546712,0.335500011873346,5.55128751753499,1,0.0266136039498462,NA,NA,NA,NA,NA
"nwis_01480617",2008-05-23,0.089295988,0.237188945,1.402545921,0.222154635438577,0.34031287623862,5.47783313216798,1,0.0275393400289825,0.136262133591198,0.328141299937936,0.739791175020626,1,0.397901286275277
"nwis_01480617",2008-05-24,-0.025897585,0.276018694,0.91799967,0.193916514037307,0.34213219012171,5.04408129287804,1,0.0337920689401543,0.125965447721234,0.332737059167354,0.780420401657162,1,0.385429249238712
"nwis_01480617",2008-05-25,-0.134651781,0.200164369,0.512161874,0.144160595390936,0.309858097576615,5.38341422061732,1,0.0287822221205779,0.140698850088359,0.344163441379567,1.17625913665921,1,0.288467552042823
"nwis_01480617",2008-05-26,-0.351836981,0.174209081,0.270715776,0.149935589017127,0.313907133497738,5.37252545103293,1,0.0292998348202008,0.163184636229026,0.359680721736801,1.47988823838282,1,0.235620981272851
"nwis_01480617",2008-05-27,-0.546578821,0.173933252,0.250481964,0.148196660892992,0.322462588471799,5.5837869133206,1,0.0265707523345327,0.189347297525307,0.378081870274855,2.15440249196779,1,0.155146001921197
"nwis_01480617",2008-05-28,-0.300558227,0.165890371,0.262248288,0.165424154146258,0.337886634805909,6.9813111231136,1,0.0142708081593726,0.247989933117875,0.415003621406994,3.765172295226,1,0.0641664679398348
"nwis_01480617",2008-05-29,-0.233324425,0.18483823,0.289151044,0.179814349344062,0.355433497283713,9.09373962812639,1,0.00597999813269629,0.281518895309254,0.444946258272252,5.19828169547466,1,0.0317868199607544
"nwis_01480617",2008-05-30,-0.425516088,0.21579397,0.349835935,0.186402146845677,0.371660345067352,10.7007107068672,1,0.00323099743797223,0.298877467974656,0.471465673913646,6.26527112962073,1,0.0195210506707335
"nwis_01480617",2008-05-31,-0.462822789,0.307781862,0.296321573,0.176473177727299,0.37123700557235,10.0655264743946,1,0.00397351626708453,0.300459340177324,0.471565637140226,6.86434201507311,1,0.0147367288939656
"nwis_01480617",2008-06-01,-0.603444906,0.210543243,0.239806382,0.172028086113919,0.371505683602242,10.0777499338051,1,0.00383707801217292,0.348016681443165,0.511370938952185,9.80263911393278,1,0.00439911033195583
"nwis_01480617",2008-06-02,-0.581113984,0.176004574,0.17974757,0.179715675950356,0.380275195914362,10.5212601204869,1,0.00323258163874459,0.407309530465448,0.560169408262074,14.4244159831674,1,0.000830894399858482
"nwis_01480617",2008-06-03,-0.611353633,0.160334998,0.15916888,0.182202183195683,0.38598016832951,10.8854568117195,1,0.00272544187096583,0.403347875361886,0.55283551715768,14.5744053926312,1,0.000750853282076085
"nwis_01480617",2008-06-04,-0.571212499,0.350500574,0.16510474,0.182099911431936,0.385516744418472,11.2770721370755,1,0.00227496253184065,0.402112356562523,0.54926889438519,14.99119442572,1,0.000620585366306997
"nwis_01480617",2008-06-05,-0.647467692,0.326962831,0.226113715,0.103617004798465,0.327234197941671,4.80826169519465,1,0.036795521784096,0.544248818331981,0.652430840538738,30.104032988718,1,8.26203395671197e-06
"nwis_01480617",2008-06-06,-0.718656265,0.245613508,0.209196041,0.0278807550440184,0.269161002113311,0.641951585114565,1,0.429752007254579,0.498716328119155,0.619411197044685,21.379377978261,1,8.37086116909001e-05
"nwis_01480617",2008-06-07,-0.998932676,0.191564245,0.187804627,-0.00566394535009094,0.241686996531114,0.0260093653142413,1,0.873035497716083,0.495272859327154,0.618742305942696,22.2390124591072,1,6.03071450673606e-05
"nwis_01480617",2008-06-08,-1.149268683,0.226015673,0.212558217,-0.00583173877059368,0.242235117418649,0.0233337913607641,1,0.87968773976149,0.287962777218697,0.455906179469124,18.3184311626236,1,0.00019752023620933
"nwis_01480617",2008-06-09,-1.255050819,0.178811682,0.166646977,-0.015327325086807,0.23439564454123,0.132757318585666,1,0.718428223576631,0.155392914792907,0.346457662416979,17.3522257782071,1,0.000285195617502182
"nwis_01480617",2008-06-11,-1.085137668,0.262531789,0.175237044,0.00667263164420069,0.255844096727131,0.0215767022379833,1,0.884310098370306,0.0954169055654735,0.299622416247241,9.00386547774939,1,0.00573664579408519
"nwis_01480617",2008-06-12,-1.029092236,0.231550679,0.163714976,0.0225071799101673,0.268805869692232,0.259670682748877,1,0.614486548286684,0.101285500525609,0.302462295771537,10.0048983088397,1,0.00383829748876695
"nwis_01480617",2008-06-13,-1.026327234,0.243231417,0.198981056,0.0480180154428677,0.292219856954192,1.23718310192173,1,0.275820515566179,0.105010053815407,0.305501738784272,10.111951140664,1,0.00367983032432684
"nwis_01480617",2008-06-14,-0.99810194,0.300230634,0.295507929,0.0812158004625954,0.323010389521141,3.54969132599255,1,0.0703670803496959,0.101539056662469,0.302472610305724,8.34395686697025,1,0.00753627674833171
"nwis_01480617",2008-06-15,-0.973163534,0.314468442,0.161393394,0.09039661065243,0.336737125719759,3.85532464816237,1,0.0599636038618929,0.0747229126719045,0.27740578074441,4.97925793139407,1,0.0341509310203197
"nwis_01480617",2008-06-16,-0.888135541,0.286699408,0.172429396,0.0827493297618523,0.331074304601995,2.91343884036722,1,0.0993217427356602,0.0564089944753806,0.260832244704655,2.74639843643163,1,0.109050071482427
"nwis_01480617",2008-06-17,-0.703202256,0.295891123,0.211279954,0.101373641857969,0.348310309059747,4.40241948735348,1,0.0453806900969319,0.0577774191016267,0.260219675903499,2.69887457334407,1,0.112016252408318
"nwis_01480617",2008-06-18,-0.431501257,0.429009662,0.242455043,0.132126393802777,0.378695357804653,8.51956835677503,1,0.00700391976193226,0.0722545051755928,0.273868672427269,4.20236453270869,1,0.0501940822357773
"nwis_01480617",2008-06-19,-0.494095112,0.283713543,0.270490843,0.166446928976119,0.418241247625369,14.629172603382,1,0.000702212498466031,0.089074329060471,0.290519685925364,6.72596136041657,1,0.0151621390434344
"nwis_01480617",2008-06-20,-0.589597041,0.255829912,0.258639098,0.158385232246188,0.411004894544298,11.9920873157489,1,0.00179647316835798,0.111976418131967,0.31290907329583,11.2103704761755,1,0.00240787815747287
"nwis_01480617",2008-06-21,-0.791268631,0.24812759,0.269976357,0.153132239586948,0.407614907478009,9.94485047786494,1,0.00393041562269863,0.115851084709976,0.316863290215377,11.2799086027174,1,0.00234526416004902
"nwis_01480617",2008-06-22,-0.894260938,0.20721894,0.220276366,0.161739554603125,0.420500555374285,9.92128225776296,1,0.00396722465758422,0.121287335265137,0.322567839881953,12.0881810821705,1,0.0017337782087725
"nwis_01480617",2008-06-23,-0.904558447,0.262689079,0.259775622,0.152096936806886,0.414674970978886,9.77400920968297,1,0.00420588593043252,0.11662709174776,0.319299884085732,11.6426181277111,1,0.00204602210486258
"nwis_01480617",2008-06-25,-0.826497255,0.261506456,0.26989665,0.128745650694171,0.395722038218564,6.44911783934729,1,0.0171699849360476,0.135571459306992,0.33315770759163,12.7932730433701,1,0.00134014584237707
"nwis_01480617",2008-06-26,-0.87755082,0.277943559,0.262107628,0.128745650694171,0.395722038218564,6.44911783934729,1,0.0171699849360476,0.135571459306992,0.33315770759163,12.7932730433701,1,0.00134014584237707
"nwis_01480617",2008-06-27,-1.039595691,0.196420287,0.156036948,0.140115061248491,0.404529580185469,7.62202642601158,1,0.0102377396175002,0.114557881064107,0.31686793131977,8.02713254791181,1,0.00861173598312407
"nwis_01480617",2008-06-28,-1.100570317,0.242415815,0.184029939,0.152555142962602,0.415169240423093,9.33316870434584,1,0.0050184971277286,0.100641213633541,0.306436906453311,6.6436995194323,1,0.0157304511094441
"nwis_01480617",2008-06-29,-1.131124133,0.244259663,0.189667975,0.154079750274077,0.415801687936824,9.31962746676999,1,0.00504601860763316,0.100081818245442,0.306125038688458,6.55137702451986,1,0.0163962387062223
"nwis_01480617",2008-06-30,-1.001701539,0.343201686,0.218299007,0.160631212477088,0.419415182873285,10.3020355798325,1,0.00341567218256753,0.0986204051213998,0.303874011833881,7.12257885267756,1,0.0127200941275201
"nwis_01480617",2008-07-01,-0.99810194,0.285743516,0.232075803,0.170468715163404,0.425262895031032,12.1220201765228,1,0.00171226759407149,0.0871773173727678,0.296708989138364,5.64835713287873,1,0.024821808110986
"nwis_01480617",2008-07-02,-1.00862199,0.205193661,0.164530543,0.176727302252918,0.429678202478036,13.6178371779364,1,0.000998325074461286,0.0749622792730769,0.289029673089383,4.23043218322569,1,0.0494855432516137
"nwis_01480617",2008-07-03,-1.049264954,0.216494395,0.175106458,0.184635560455583,0.437008120610183,15.5729776465133,1,0.000510092491224133,0.0652775716361672,0.28231929388606,3.22009983413962,1,0.0839446129221009
"nwis_01480617",2008-07-04,-0.888135541,0.375852575,0.183553449,0.135669858886436,0.386153310815273,8.02141621045377,1,0.00863261593518575,0.0581634143486226,0.276917582239647,2.11112219878147,1,0.157756374152687
"nwis_01480617",2008-07-05,-0.891198478,0.300135284,0.18150417,0.158817791261625,0.411217042957149,10.0009365349396,1,0.00384430238223169,0.0406949883064679,0.258367726679037,0.928571186064586,1,0.34378628349654
"nwis_01480617",2008-07-06,-0.923747529,0.324973281,0.206525536,0.191723591492821,0.448825895736188,13.381886349265,1,0.00108531092799099,0.0282112107658986,0.244020206212541,0.384431610602355,1,0.540439090554312
"nwis_01480617",2008-07-07,-0.955965311,0.351388412,0.200879839,0.219718607391202,0.479816817968941,18.1657373351343,1,0.000220509872721529,0.0205527906608601,0.232958191816234,0.208936195821275,1,0.651259068841966
"nwis_01480617",2008-07-08,-1.147619873,0.259430197,0.201071071,0.241029353272459,0.505593226374869,22.8885044965341,1,5.94063134029635e-05,0.0189574739690481,0.231028576831659,0.16305787977941,1,0.68965876914611
"nwis_01480617",2008-07-09,-1.084034871,0.269405052,0.131545586,0.248206508753841,0.514327483213804,22.5457189985856,1,7.15509305111562e-05,-0.00689553063630225,0.198367037633519,0.0189853466983029,1,0.891470057353143
"nwis_01480617",2008-07-10,-1.052579033,0.251962841,0.173338045,0.275883384286251,0.548779844054041,22.4382362162979,1,6.73096138799312e-05,-0.0144832604722485,0.188943688877698,0.0873277642632206,1,0.769862970248918
"nwis_01480617",2008-07-12,-1.141847946,0.20547771,0.259180386,0.337204619158991,0.624591459226348,26.9007380616734,1,2.05509036766185e-05,-0.0758031411296908,0.116488980383683,2.68672636553325,1,0.112789427230561
"nwis_01480617",2008-07-13,-1.197297892,0.180530215,0.217830525,0.662943670997685,1.02624988987264,4.69882906640238,1,0.0395234568866659,-0.0733087628663148,0.120464066004372,2.73205989845186,1,0.109935307576064
"nwis_01480617",2008-07-14,-1.008068443,0.223206569,0.206873347,0.661197629731537,1.0256667804134,4.68747671271024,1,0.0397438354973569,-0.0741179641885994,0.119799455841829,2.80973049306012,1,0.105237474728733
"nwis_01480617",2008-07-15,-1.047331483,0.220280995,0.264818711,0.659874814191613,1.02439598079353,4.65963060263334,1,0.0402902292928329,-0.0752338378034021,0.119100205678842,2.90690245537557,1,0.0996830666740343
"nwis_01480617",2008-07-16,-1.111861515,0.194396081,0.250944809,0.66462436358728,1.02753172211221,4.6456969927179,1,0.0405667759328575,-0.0791017923164189,0.114489058898869,3.22002497331525,1,0.0839480183359859
"nwis_01480617",2008-07-17,-1.187152978,0.191794539,0.259310824,0.684390020054198,1.05100513887147,4.9791465099695,1,0.0344911915308684,-0.0888100531211279,0.103087452633528,4.27690602998224,1,0.0483368364100648
"nwis_01480617",2008-07-18,-1.303093449,0.18039159,0.243639334,0.706770681966975,1.07786013201805,5.29229455953305,1,0.0296950991174569,-0.0833275085660534,0.111484645543997,3.63206570365794,1,0.0673752478007913
"nwis_01480617",2008-07-19,-1.354009279,0.203934581,0.231902236,0.70211598153487,1.0710847235759,5.17567221416863,1,0.0313888434986552,-0.0789030329804288,0.118121273651964,3.24695900631829,1,0.0827329032637057
"nwis_01480617",2008-07-20,-1.416721909,0.192724769,0.201596244,0.711635970984926,1.07802264480271,4.82472415564675,1,0.037168728477853,-0.0742398445877854,0.124333553699863,2.61178253576957,1,0.117698696551889
"nwis_01480617",2008-07-21,-1.324619588,0.220912741,0.195381938,0.76032674323816,1.13100118796249,4.98296289087388,1,0.0344277946566014,-0.0724420461980421,0.125799262064844,2.24340578930275,1,0.145786020504614
"nwis_01480617",2008-07-22,-1.322985526,0.171753794,0.173044594,0.80686822915811,1.18705942159234,5.01137047113874,1,0.0343241875457012,-0.0782401998002782,0.118829547077574,2.35285744485996,1,0.137133397835376
